26.07,1,1,1,1,1
32.47,NaN,NaN,NaN,NaN,NaN
40.4,NaN,NaN,NaN,NaN,NaN
63.87,NaN,NaN,NaN,NaN,NaN
68.4,NaN,NaN,NaN,NaN,NaN
123.6,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
